mis_ORF1ab,mis_S,mis_ORF3a,mis_E,mis_M,mis_ORF6,mis_ORF7a,mis_ORF7b,mis_ORF8,mis_N,mis_ORF10,mis_OTHER,gap_ORF1ab,gap_S,gap_ORF3a,gap_E,gap_M,gap_ORF6,gap_ORF7a,gap_ORF7b,gap_ORF8,gap_N,gap_ORF10,gap_OTHER
14,6,0,1,1,0,1,0,0,4,0,1,9,9,0,0,0,3,0,0,0,0,0,0
12,8,0,1,1,0,0,0,1,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
12,7,0,0,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
15,8,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,7,0,1,1,0,1,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,10
16,7,1,2,2,0,0,0,0,4,0,1,9,9,0,0,0,3,0,0,0,3,0,0
7,6,0,0,1,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0
11,8,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,6,1,0,1,0,0,0,1,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
11,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,8,27
14,9,1,1,1,0,1,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
14,6,0,0,1,0,0,0,1,2,0,1,9,9,0,0,0,3,0,0,0,0,0,0
13,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
12,7,1,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,8,27
12,7,0,1,1,0,1,0,0,3,0,1,9,0,0,0,0,3,0,0,0,3,0,0
14,7,0,1,1,0,0,0,0,3,0,1,12,9,0,0,0,3,0,0,0,3,0,0
13,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,44,0,19,25,0,0
13,6,0,1,1,0,0,0,0,3,0,1,9,3,0,0,0,3,0,0,0,3,0,0
13,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
14,8,1,1,1,0,0,0,1,4,0,1,9,9,0,0,0,3,0,0,0,3,0,0
17,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
16,7,0,1,1,1,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
15,9,3,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
16,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
11,9,0,1,1,0,0,0,0,5,0,1,9,9,0,0,0,3,0,0,0,3,0,0
15,7,1,1,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6,1,0,1,0,0,0,0,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
17,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,10
12,7,1,1,1,0,0,0,1,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
14,8,0,1,1,0,1,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,6,1,0,1,0,0,0,1,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
12,7,0,1,2,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,7,1,0,1,0,0,0,0,4,0,1,9,6,0,0,0,0,0,0,0,3,0,0
13,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
11,7,0,1,1,0,0,0,0,3,0,0,9,9,0,0,0,3,0,0,0,3,0,0
13,6,1,0,1,0,0,0,1,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
15,7,0,1,2,0,0,0,0,4,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,6,1,0,1,0,0,0,1,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
13,7,0,1,2,0,0,0,1,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,6,1,0,1,0,0,0,1,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
13,7,0,1,1,0,0,1,0,4,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,8,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
12,7,2,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
12,7,0,1,1,0,1,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,37,27
12,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
12,8,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,7,1,0,1,0,0,0,0,4,0,1,9,9,0,1,0,3,0,0,0,3,0,0
12,7,0,1,1,0,0,0,0,4,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
12,8,1,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,7,1,0,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
16,8,0,1,1,0,0,0,0,4,0,1,9,9,0,0,0,3,0,0,0,3,0,0
14,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
18,7,0,1,1,0,0,0,0,4,0,1,0,9,0,0,0,3,0,2,0,3,0,0
16,7,0,0,1,1,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
15,7,2,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
16,7,0,1,1,0,0,0,0,4,0,1,9,9,0,0,0,3,0,0,0,3,7,27
13,8,0,1,1,0,0,0,0,5,0,1,9,9,0,0,0,3,0,0,0,3,0,0
16,9,1,1,1,0,0,0,0,4,0,1,9,9,0,0,0,3,0,0,0,3,0,0
16,7,0,0,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
12,7,0,1,2,0,0,0,0,3,0,0,9,9,0,0,0,3,0,0,0,20,117,51
13,6,1,0,1,0,0,0,1,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
13,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,9,27
13,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
11,8,1,1,2,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,6,1,0,1,0,0,0,1,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
12,6,0,0,1,0,0,1,0,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
15,9,1,1,1,0,0,0,0,4,0,1,9,0,0,0,0,3,0,0,0,3,0,0
13,6,1,0,1,0,0,0,1,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
11,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,8,1,1,1,0,0,0,1,4,0,1,12,9,0,0,0,3,0,0,0,3,7,27
13,6,0,0,1,0,0,1,0,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
18,8,1,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
14,9,1,1,1,0,0,0,0,4,0,1,9,9,0,0,0,3,0,0,0,3,0,0
14,8,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
12,6,0,0,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,0,0,0
12,6,0,0,1,0,0,1,0,3,0,1,9,9,0,1,0,3,0,0,0,3,0,0
16,9,0,1,1,0,0,0,0,5,0,1,9,9,0,0,0,3,0,0,0,3,0,0
12,7,0,1,1,0,0,0,1,3,0,0,9,9,0,0,0,3,0,0,0,3,0,0
12,8,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
15,7,0,1,1,0,1,0,1,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
11,9,1,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
15,7,0,1,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
13,6,0,0,1,0,0,0,0,3,0,1,9,9,0,0,0,3,0,0,0,3,0,0
